Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP018627,Female,,,Graduate,No,10471,0.0,,240.0,1.0,Semiurban,Y
LP018628,Male,No,0,Graduate,No,1580,1851.0,46.0,360.0,1.0,Semiurban,Y
LP018629,Male,Yes,0,Graduate,No,1806,1125.0,,360.0,1.0,Urban,Y
LP018630,Male,No,0,Graduate,Yes,10680,0.0,191.0,360.0,0.0,Urban,N
LP018631,Female,Yes,0,Not Graduate,Yes,6751,0.0,141.0,360.0,1.0,Rural,Y
LP018632,Male,No,0,Graduate,No,4032,5064.0,188.0,360.0,1.0,Semiurban,Y
LP018633,Male,Yes,0,Graduate,No,8241,1833.0,190.0,360.0,1.0,Rural,Y
LP018634,Male,No,3+,Not Graduate,No,4851,1993.0,157.0,360.0,1.0,Semiurban,Y
LP018635,Male,No,1,Graduate,No,37935,0.0,156.0,360.0,1.0,Semiurban,Y
LP018636,Male,Yes,0,Graduate,No,7640,8333.0,178.0,300.0,,Rural,Y
LP018637,Male,Yes,1,Graduate,Yes,3137,1210.0,134.0,360.0,1.0,Rural,Y
LP018638,Male,Yes,2,Not Graduate,No,4719,0.0,116.0,360.0,1.0,Rural,Y
LP018639,Male,Yes,0,Graduate,,3374,1376.0,54.0,360.0,1.0,Rural,N
LP018640,Male,Yes,2,Graduate,No,3022,1710.0,152.0,360.0,0.0,Rural,N
LP018641,Male,No,1,Not Graduate,Yes,2733,1542.0,188.0,360.0,,Semiurban,N
LP018642,Male,Yes,2,Not Graduate,No,2739,1255.0,122.0,360.0,0.0,Rural,N
LP018643,Male,Yes,2,Not Graduate,No,1849,1456.0,67.0,300.0,,Urban,Y
LP018644,Male,Yes,0,Graduate,No,3900,1733.0,153.0,360.0,0.0,Rural,N
LP018645,Male,Yes,0,Graduate,No,2604,2466.0,87.0,180.0,0.0,Rural,Y
LP018646,Male,No,0,Graduate,Yes,6837,0.0,80.0,360.0,1.0,Semiurban,Y
LP018647,Male,Yes,2,Graduate,No,3797,0.0,87.0,360.0,1.0,Semiurban,Y
LP018648,Male,Yes,0,Graduate,No,4104,0.0,119.0,360.0,1.0,Urban,Y
LP018649,Male,Yes,0,Graduate,No,3247,2569.0,175.0,360.0,1.0,Urban,N
LP018650,Male,No,2,Graduate,No,4031,0.0,127.0,360.0,1.0,Rural,Y
LP018651,Male,Yes,0,Graduate,No,8540,0.0,167.0,360.0,1.0,Semiurban,N
LP018652,,Yes,0,Graduate,Yes,1930,4083.0,152.0,360.0,,Semiurban,Y
LP018653,Male,Yes,3+,Graduate,No,7505,0.0,130.0,180.0,1.0,Urban,Y
LP018654,Male,Yes,0,Graduate,No,2885,2188.0,158.0,360.0,1.0,Rural,Y
LP018655,Female,No,1,Not Graduate,,4950,0.0,125.0,360.0,1.0,Semiurban,Y
LP018656,Male,No,0,Graduate,No,3926,0.0,91.0,360.0,0.0,Semiurban,N
LP018657,Male,No,0,Graduate,No,6233,0.0,143.0,360.0,1.0,Rural,Y
LP018658,Male,Yes,3+,Not Graduate,No,3302,1664.0,75.0,180.0,0.0,Urban,N
LP018659,,Yes,0,Graduate,No,16939,0.0,115.0,360.0,1.0,Semiurban,Y
LP018660,Female,Yes,2,Not Graduate,,-42,2917.0,95.0,360.0,1.0,Semiurban,Y
LP018661,Male,Yes,0,Graduate,No,4658,2451.0,109.0,360.0,1.0,Urban,N
LP018662,Male,Yes,1,Graduate,Yes,3922,2079.0,155.0,360.0,1.0,Semiurban,Y
LP018663,Male,Yes,1,Not Graduate,No,2517,1500.0,113.0,180.0,0.0,Rural,N
LP018664,Male,Yes,3+,Graduate,No,5071,0.0,101.0,360.0,1.0,Semiurban,Y
LP018665,Female,No,0,Graduate,Yes,2682,0.0,88.0,360.0,,Urban,Y
LP018666,Male,No,2,Graduate,No,5262,4648.0,163.0,360.0,1.0,Rural,Y
LP018667,Male,Yes,2,Graduate,Yes,16465,1014.0,151.0,360.0,1.0,Rural,Y
LP018668,Male,Yes,2,Graduate,No,6922,1750.0,233.0,300.0,1.0,Semiurban,Y
LP018669,,Yes,2,Graduate,No,2699,1872.0,136.0,360.0,0.0,Semiurban,N
LP018670,Male,Yes,1,Graduate,Yes,16656,2250.0,86.0,360.0,1.0,Semiurban,Y
LP018671,Male,Yes,2,Graduate,No,3218,1603.0,,360.0,1.0,Urban,N
LP018672,Female,No,0,Not Graduate,No,4438,0.0,150.0,360.0,1.0,Rural,Y
LP018673,Male,Yes,3+,Not Graduate,No,3398,0.0,107.0,360.0,1.0,Rural,Y
LP018674,Male,Yes,0,Graduate,No,1583,3150.0,123.0,360.0,1.0,Semiurban,Y
LP018675,Male,Yes,0,Graduate,No,10895,0.0,241.0,360.0,1.0,Semiurban,Y
LP018676,Male,Yes,2,Graduate,No,8130,0.0,237.0,360.0,1.0,Semiurban,Y
LP018677,Male,Yes,1,Not Graduate,No,2197,2436.0,134.0,360.0,1.0,Rural,Y
LP018678,Male,No,2,Graduate,No,3375,0.0,87.0,360.0,0.0,Rural,N
LP018679,Male,Yes,1,Graduate,No,18521,0.0,507.0,360.0,1.0,Urban,N
LP018680,Male,Yes,2,Graduate,Yes,4300,2083.0,151.0,360.0,1.0,Semiurban,Y
LP018681,Male,No,0,Graduate,No,2077,0.0,78.0,360.0,1.0,Urban,N
LP018682,Male,No,0,Not Graduate,No,2357,2785.0,90.0,360.0,,Semiurban,Y
LP018683,Male,Yes,1,Not Graduate,No,5830,1131.0,188.0,360.0,,Urban,Y
LP018684,Male,No,0,Not Graduate,No,3636,0.0,120.0,360.0,1.0,Rural,Y
LP018685,Female,No,0,Not Graduate,Yes,17274,0.0,234.0,360.0,1.0,Semiurban,Y
LP018686,Male,Yes,0,Graduate,No,3927,2157.0,112.0,360.0,0.0,Rural,N
LP018687,Female,Yes,1,Graduate,No,2843,913.0,113.0,84.0,1.0,Semiurban,Y
LP018688,Male,Yes,0,Not Graduate,No,2156,1700.0,109.0,360.0,1.0,Rural,Y
LP018689,Male,Yes,0,Graduate,No,4864,2857.0,103.0,12.0,,Urban,Y
LP018690,Male,Yes,1,Graduate,Yes,2795,0.0,86.0,360.0,1.0,Semiurban,Y
LP018691,Male,No,0,Graduate,No,6566,4416.0,210.0,360.0,0.0,Rural,N
LP018692,Female,No,0,Graduate,No,581,3683.0,104.0,480.0,1.0,Rural,Y
LP018693,Female,No,0,Graduate,No,3367,0.0,109.0,360.0,1.0,Semiurban,Y
LP018694,Male,Yes,2,Graduate,No,4428,5624.0,208.0,360.0,1.0,Semiurban,Y
LP018695,Male,Yes,1,Not Graduate,No,3558,5302.0,131.0,360.0,,Rural,N
LP018696,Male,Yes,0,Not Graduate,No,3489,1483.0,134.0,300.0,1.0,Semiurban,Y
LP018697,Male,Yes,2,Graduate,No,3356,4416.0,245.0,360.0,1.0,Rural,Y
LP018698,Male,Yes,0,Graduate,No,20992,6667.0,484.0,360.0,,Urban,Y
LP018699,,No,0,Graduate,No,4013,0.0,95.0,360.0,1.0,Urban,N
LP018700,Male,Yes,0,Graduate,Yes,2101,3013.0,190.0,360.0,1.0,Urban,Y
LP018701,Female,No,1,Graduate,No,12960,0.0,36.0,360.0,1.0,Urban,Y
LP018702,Male,No,0,Not Graduate,No,4089,1287.0,99.0,360.0,1.0,Rural,N
LP018703,Male,Yes,1,Graduate,No,5880,2004.0,258.0,360.0,1.0,Semiurban,Y
LP018704,Male,Yes,2,Graduate,No,2984,2035.0,158.0,360.0,1.0,Urban,Y
LP018705,Male,Yes,0,Graduate,No,2305,6666.0,73.0,180.0,1.0,Semiurban,N
LP018706,Male,No,0,Graduate,No,5762,3666.0,314.0,360.0,1.0,Rural,N
LP018707,Male,Yes,3+,Graduate,No,3885,3428.0,156.0,360.0,1.0,Rural,Y
LP018708,Female,Yes,2,Graduate,No,2295,1632.0,106.0,480.0,1.0,Semiurban,Y
LP018709,Male,Yes,,Not Graduate,No,2697,1800.0,130.0,360.0,0.0,Semiurban,N
LP018710,Male,No,0,Graduate,No,4492,1915.0,181.0,360.0,1.0,Semiurban,N
LP018711,Female,No,0,Not Graduate,No,3607,0.0,97.0,360.0,1.0,Rural,N
LP018712,Male,Yes,2,Not Graduate,No,2101,1742.0,44.0,360.0,1.0,Semiurban,Y
LP018713,Male,No,0,Graduate,No,2166,0.0,61.0,360.0,1.0,Semiurban,Y
LP018714,Male,Yes,3+,Graduate,Yes,6072,1424.0,108.0,360.0,1.0,Rural,Y
LP018715,Male,Yes,2,Graduate,Yes,7679,7166.0,479.0,360.0,1.0,Rural,Y
LP018716,Male,No,0,Graduate,No,4268,2087.0,,360.0,1.0,Semiurban,N
LP018717,Male,Yes,2,Graduate,Yes,17065,0.0,393.0,360.0,1.0,Rural,Y
LP018718,Male,Yes,0,Graduate,No,4243,0.0,108.0,360.0,1.0,Semiurban,Y
LP018719,Male,Yes,1,Not Graduate,No,5605,1430.0,157.0,360.0,0.0,Semiurban,Y
LP018720,Male,No,1,Not Graduate,No,2213,1302.0,104.0,360.0,1.0,Semiurban,Y
LP018721,Male,No,0,Not Graduate,No,7155,0.0,133.0,360.0,1.0,Semiurban,Y
LP018722,Male,Yes,0,Graduate,No,582,5500.0,207.0,360.0,,Rural,Y
LP018723,Male,Yes,3+,Graduate,No,4390,0.0,107.0,360.0,1.0,Urban,Y
LP018724,Male,No,2,Graduate,No,3142,0.0,117.0,360.0,0.0,Rural,N
LP018725,Male,No,1,Graduate,No,11026,0.0,206.0,360.0,,Semiurban,N
LP018726,Female,No,0,Not Graduate,Yes,17937,0.0,132.0,360.0,1.0,Urban,Y
LP018727,Male,No,0,Not Graduate,,3015,2042.0,119.0,360.0,1.0,Rural,Y
LP018728,Male,Yes,0,Graduate,No,6477,3906.0,327.0,360.0,1.0,Urban,Y
LP018729,Male,No,2,Graduate,No,4095,0.0,98.0,360.0,1.0,Semiurban,Y
LP018730,Male,Yes,0,Not Graduate,No,2631,536.0,72.0,360.0,1.0,Rural,N
LP018731,Male,Yes,3+,Graduate,No,6611,0.0,164.0,180.0,1.0,Rural,Y
LP018732,Female,Yes,1,Graduate,No,4368,2845.0,146.0,180.0,1.0,Semiurban,Y
LP018733,Female,No,0,Graduate,No,2348,0.0,89.0,360.0,0.0,Semiurban,N
LP018734,Female,No,1,Graduate,,4079,0.0,87.0,360.0,1.0,Semiurban,Y
LP018735,Male,Yes,1,Not Graduate,No,2528,2524.0,120.0,360.0,1.0,Urban,Y
LP018736,Female,Yes,0,Not Graduate,No,2974,663.0,104.0,360.0,,Semiurban,Y
LP018737,Male,Yes,0,Graduate,No,2487,1950.0,147.0,360.0,1.0,Rural,Y
LP018738,Male,No,0,Not Graduate,No,3217,0.0,87.0,36.0,1.0,Semiurban,N
LP018739,Male,No,0,Graduate,No,2242,1783.0,149.0,360.0,1.0,Rural,Y
LP018740,Female,No,0,Graduate,No,4526,0.0,113.0,360.0,0.0,Semiurban,N
LP018741,Male,Yes,0,Graduate,No,3171,2016.0,107.0,360.0,1.0,Rural,Y
LP018742,Male,Yes,2,Graduate,Yes,6724,0.0,,360.0,0.0,Rural,N
LP018743,Male,Yes,1,Not Graduate,No,2031,2375.0,,360.0,1.0,Rural,Y
LP018744,Male,Yes,1,Graduate,No,3711,3250.0,166.0,360.0,1.0,Urban,Y
LP018745,Male,Yes,0,Not Graduate,No,2296,2333.0,188.0,360.0,0.0,Urban,N
LP018746,Male,Yes,0,Graduate,No,3634,4266.0,139.0,180.0,0.0,Rural,N
LP018747,Male,Yes,1,Graduate,No,5379,1032.0,35.0,360.0,1.0,Semiurban,Y
LP018748,Female,No,0,Graduate,No,3059,1625.0,82.0,360.0,,Urban,Y
LP018749,Male,Yes,3+,Graduate,Yes,10598,0.0,250.0,360.0,1.0,Semiurban,Y
LP018750,Male,Yes,0,Graduate,No,4015,2669.0,165.0,360.0,1.0,Semiurban,Y
LP018751,Female,Yes,0,Graduate,No,3985,2306.0,179.0,360.0,1.0,Semiurban,Y
LP018752,Male,Yes,2,Not Graduate,No,3275,242.0,116.0,360.0,1.0,Semiurban,Y
LP018753,Female,Yes,1,Graduate,Yes,19330,0.0,606.0,360.0,1.0,Semiurban,Y
LP018754,Male,Yes,0,Graduate,No,6167,2054.0,208.0,360.0,1.0,Rural,Y
LP018755,Male,No,0,Not Graduate,Yes,6171,0.0,137.0,360.0,1.0,Semiurban,Y
LP018756,Male,Yes,2,Graduate,No,9107,0.0,264.0,360.0,0.0,Urban,N
LP018757,Male,Yes,0,Not Graduate,No,4789,0.0,120.0,360.0,,Rural,Y
LP018758,Male,No,0,Graduate,No,3390,0.0,76.0,360.0,1.0,Urban,Y
LP018759,Male,Yes,3+,Graduate,No,2914,2500.0,119.0,360.0,0.0,Rural,N
LP018760,Female,No,0,Graduate,No,2073,0.0,17.0,360.0,1.0,Urban,N
LP018761,Male,Yes,0,Graduate,No,3157,2064.0,100.0,360.0,0.0,Urban,N
LP018762,Male,Yes,1,Graduate,No,3469,1750.0,181.0,360.0,1.0,Urban,Y
LP018763,Male,Yes,,Graduate,No,5345,1451.0,173.0,360.0,0.0,Urban,N
LP018764,Male,Yes,2,Graduate,No,16927,0.0,282.0,360.0,1.0,Urban,Y
LP018765,Male,Yes,2,Not Graduate,No,6252,1625.0,177.0,480.0,1.0,Semiurban,N
LP018766,Male,Yes,3+,Graduate,No,6451,0.0,158.0,360.0,1.0,Semiurban,N
LP018767,Male,Yes,2,Graduate,No,3243,461.0,108.0,84.0,1.0,Urban,Y
LP018768,,Yes,0,Graduate,No,3097,2210.0,137.0,360.0,0.0,Semiurban,N
LP018769,Male,No,0,Graduate,No,3153,2739.0,104.0,360.0,1.0,Urban,Y
LP018770,Male,Yes,1,Graduate,No,1702,2232.0,113.0,360.0,1.0,Rural,Y
LP018771,Male,No,0,Graduate,,3128,2917.0,169.0,360.0,1.0,Urban,Y
LP018772,Male,Yes,2,Graduate,No,6715,0.0,210.0,360.0,1.0,Semiurban,Y
LP018773,Male,No,0,Graduate,No,1385,33837.0,89.0,360.0,1.0,Urban,N
LP018774,Female,Yes,0,Graduate,No,3070,0.0,41.0,360.0,1.0,Semiurban,Y
LP018775,Male,Yes,1,Graduate,No,2282,0.0,62.0,360.0,,Rural,N
LP018776,Male,Yes,1,Graduate,No,3181,1917.0,150.0,360.0,0.0,Rural,N
LP018777,Male,Yes,1,Graduate,No,3828,3000.0,163.0,84.0,1.0,Rural,N
LP018778,Male,Yes,0,Graduate,No,2201,1522.0,113.0,360.0,1.0,Urban,Y
LP018779,Female,No,0,Not Graduate,No,2268,0.0,61.0,360.0,1.0,Semiurban,Y
LP018780,,No,0,Graduate,No,4592,0.0,86.0,360.0,1.0,Semiurban,Y
LP018781,Male,Yes,2,Graduate,Yes,3152,0.0,106.0,360.0,0.0,Semiurban,N
LP018782,Male,Yes,0,Graduate,No,3141,3416.0,49.0,180.0,1.0,Semiurban,Y
LP018783,Male,Yes,2,Graduate,Yes,5758,0.0,199.0,240.0,1.0,Semiurban,N
LP018784,,No,3+,Graduate,Yes,9179,0.0,287.0,360.0,1.0,Semiurban,Y
LP018785,Male,Yes,0,Graduate,No,4066,3300.0,149.0,180.0,1.0,Rural,Y
LP018786,Male,Yes,0,Graduate,Yes,15939,0.0,258.0,360.0,1.0,Urban,Y
LP018787,Male,No,0,Not Graduate,No,3825,0.0,112.0,360.0,1.0,Rural,Y
LP018788,Male,Yes,2,Not Graduate,Yes,6656,1000.0,177.0,360.0,1.0,Rural,N
LP018789,Male,No,,Graduate,No,2737,0.0,84.0,360.0,0.0,Semiurban,N
LP018790,Male,Yes,0,Graduate,Yes,10029,0.0,181.0,360.0,1.0,Rural,Y
LP018791,Male,Yes,2,Graduate,No,5550,0.0,187.0,360.0,1.0,Urban,Y
LP018792,Female,No,3+,Graduate,,178,41667.0,351.0,180.0,,Urban,N
LP018793,Male,Yes,0,Not Graduate,,2846,2792.0,162.0,360.0,1.0,Rural,Y
LP018794,Male,Yes,3+,Graduate,No,5663,0.0,132.0,360.0,1.0,Urban,Y
LP018795,Male,No,0,Graduate,No,3239,4301.0,178.0,360.0,1.0,Rural,Y
LP018796,Female,Yes,1,Graduate,No,12318,0.0,490.0,360.0,1.0,Semiurban,Y
LP018797,Male,Yes,0,Not Graduate,No,2046,3800.0,,180.0,1.0,Urban,N
LP018798,Male,Yes,1,Graduate,No,3379,2500.0,170.0,360.0,1.0,Semiurban,Y
LP018799,Male,Yes,2,Not Graduate,No,4450,1411.0,166.0,360.0,1.0,Rural,Y
LP018800,Male,Yes,0,Graduate,No,3696,1950.0,98.0,360.0,1.0,Rural,Y
LP018801,Female,No,0,Graduate,No,3359,0.0,74.0,360.0,1.0,Rural,Y
LP018802,Male,Yes,3+,Graduate,No,4175,0.0,35.0,180.0,1.0,Rural,Y
LP018803,Male,Yes,1,Graduate,No,8024,240.0,246.0,360.0,1.0,Urban,Y
LP018804,Male,Yes,2,Graduate,No,7846,0.0,184.0,360.0,1.0,Urban,Y
LP018805,Female,No,0,Graduate,Yes,4209,0.0,135.0,360.0,0.0,Semiurban,N
LP018806,Male,No,0,Graduate,No,5742,0.0,,360.0,1.0,Urban,Y
LP018807,Male,Yes,1,Graduate,No,4091,1508.0,131.0,360.0,1.0,Rural,N
LP018808,Male,Yes,0,Graduate,Yes,3175,0.0,56.0,360.0,1.0,Urban,Y
LP018809,Male,Yes,0,Not Graduate,No,2818,2358.0,124.0,360.0,1.0,Urban,Y
LP018810,Male,No,0,Graduate,No,5810,0.0,134.0,360.0,1.0,Urban,Y
LP018811,Male,Yes,2,Graduate,Yes,5161,4196.0,263.0,360.0,1.0,Urban,Y
LP018812,Male,Yes,0,Not Graduate,No,1897,1516.0,90.0,360.0,1.0,Urban,Y
LP018813,Male,Yes,3+,Graduate,No,3206,2504.0,160.0,360.0,0.0,Semiurban,N
LP018814,Male,Yes,2,Graduate,No,3791,1526.0,170.0,360.0,1.0,Urban,Y
LP018815,Male,Yes,1,Graduate,No,12693,10968.0,358.0,360.0,1.0,Semiurban,N
LP018816,Male,Yes,2,Graduate,No,3224,700.0,73.0,360.0,1.0,Urban,Y
LP018817,Male,Yes,2,Graduate,,2431,1840.0,104.0,360.0,1.0,Urban,Y
LP018818,Male,Yes,2,Graduate,No,3406,8106.0,209.0,360.0,1.0,Urban,Y
LP018819,Male,No,0,Graduate,No,1754,2840.0,104.0,360.0,1.0,Rural,N
LP018820,Male,Yes,2,Graduate,No,1508,1086.0,16.0,120.0,1.0,Urban,Y
LP018821,Male,No,0,Graduate,No,5169,0.0,121.0,360.0,1.0,Urban,Y
LP018822,Male,No,1,Not Graduate,No,3347,0.0,100.0,240.0,,Urban,Y
LP018823,Female,No,0,Graduate,No,3113,0.0,83.0,360.0,0.0,Urban,N
LP018824,Male,Yes,0,Not Graduate,No,5041,0.0,126.0,360.0,1.0,Rural,N
LP018825,Male,Yes,0,Graduate,,2556,3500.0,122.0,,1.0,Urban,Y
LP018826,Male,Yes,0,Not Graduate,No,7841,0.0,104.0,360.0,0.0,Urban,N
LP018827,Male,Yes,1,Graduate,No,6442,5625.0,325.0,360.0,1.0,Urban,Y
LP018828,Male,Yes,0,Not Graduate,No,2706,1911.0,118.0,360.0,0.0,Semiurban,N
LP018829,,Yes,2,Not Graduate,No,3006,1917.0,113.0,360.0,0.0,Rural,N
LP018830,Male,Yes,1,Graduate,,3448,2925.0,148.0,360.0,,Semiurban,N
LP018831,Male,Yes,0,Graduate,Yes,9180,0.0,182.0,360.0,1.0,Semiurban,Y
LP018832,Male,Yes,0,Graduate,No,2633,2253.0,121.0,360.0,1.0,Semiurban,Y
LP018833,Male,Yes,2,Not Graduate,No,3884,1040.0,106.0,360.0,1.0,Urban,Y
LP018834,Male,No,0,Not Graduate,No,1144,0.0,34.0,360.0,1.0,Urban,N
LP018835,Female,No,2,Graduate,,3885,2083.0,111.0,360.0,1.0,Semiurban,Y
LP018836,Male,Yes,1,Graduate,,3858,3369.0,199.0,360.0,,Urban,N
LP018837,Male,No,0,Graduate,No,3591,0.0,64.0,360.0,1.0,Urban,N
LP018838,Male,No,1,Graduate,Yes,4920,0.0,109.0,360.0,1.0,Rural,N
LP018839,Male,Yes,0,Graduate,No,3607,1667.0,120.0,360.0,1.0,Semiurban,Y
LP018840,Male,No,3+,Graduate,No,12643,3000.0,330.0,360.0,1.0,Rural,N
LP018841,Male,Yes,0,Graduate,No,1802,2067.0,,360.0,1.0,Urban,Y
LP018842,Male,Yes,0,Graduate,No,1647,1330.0,97.0,,0.0,Urban,N
LP018843,Female,Yes,0,Graduate,No,3783,1459.0,147.0,360.0,1.0,Semiurban,Y
LP018844,Male,No,0,Graduate,No,4215,7210.0,177.0,360.0,1.0,Urban,Y
LP018845,Male,No,0,Not Graduate,No,3447,1668.0,103.0,360.0,1.0,Semiurban,Y
LP018846,Male,No,0,Graduate,No,3868,0.0,79.0,360.0,1.0,Urban,N
LP018847,Male,No,0,Graduate,No,1350,1213.0,45.0,360.0,1.0,Urban,Y
LP018848,Male,Yes,0,Graduate,No,2744,0.0,75.0,360.0,,Urban,Y
LP018849,Male,Yes,0,Graduate,No,4398,2336.0,129.0,360.0,1.0,Semiurban,Y
LP018850,Male,Yes,0,Not Graduate,Yes,4596,0.0,102.0,,1.0,Urban,Y
LP018851,Female,No,0,Graduate,No,3130,0.0,88.0,,1.0,Urban,Y
LP018852,Male,Yes,1,Graduate,No,5309,0.0,39.0,360.0,1.0,Urban,Y
LP018853,Male,Yes,0,Graduate,No,5779,0.0,151.0,360.0,1.0,Urban,Y
LP018854,Female,Yes,0,Graduate,No,2552,3440.0,115.0,360.0,0.0,Urban,N
LP018855,Female,No,0,Graduate,No,3803,2275.0,147.0,360.0,1.0,Semiurban,Y
LP018856,Female,Yes,0,Not Graduate,No,1466,1644.0,104.0,360.0,1.0,Semiurban,Y
LP018857,Female,No,0,Graduate,No,3557,0.0,119.0,360.0,1.0,Semiurban,Y
LP018858,Female,No,0,Graduate,No,3983,0.0,109.0,360.0,1.0,Semiurban,N
LP018859,Male,Yes,2,Graduate,No,4381,0.0,136.0,360.0,1.0,Urban,N
LP018860,Female,Yes,1,Graduate,Yes,11518,0.0,294.0,360.0,0.0,Urban,N
LP018861,Male,Yes,2,Graduate,No,3012,1167.0,101.0,360.0,1.0,Semiurban,Y
LP018862,Male,Yes,0,Graduate,No,2621,1591.0,100.0,360.0,1.0,Semiurban,Y
LP018863,Male,Yes,0,Graduate,No,2936,2200.0,132.0,360.0,1.0,Rural,N
LP018864,Male,Yes,1,Graduate,No,7986,2250.0,181.0,360.0,1.0,Urban,Y
LP018865,Male,Yes,2,Not Graduate,No,2898,2859.0,134.0,360.0,1.0,Urban,Y
LP018866,Male,Yes,0,Graduate,No,2753,3796.0,117.0,360.0,1.0,Urban,Y
LP018867,Male,Yes,3+,Graduate,No,2543,0.0,89.0,360.0,1.0,Urban,Y
LP018868,Male,Yes,0,Not Graduate,Yes,2746,3449.0,162.0,180.0,0.0,Rural,N
LP018869,Male,Yes,1,Graduate,No,4622,0.0,,360.0,0.0,Rural,N
LP018870,Female,No,0,Graduate,No,4335,0.0,116.0,360.0,0.0,Semiurban,N
LP018871,Male,Yes,0,Graduate,No,5717,4595.0,250.0,360.0,1.0,Semiurban,N
LP018872,Male,No,0,Not Graduate,No,3021,2254.0,119.0,180.0,0.0,Urban,N
LP018873,Male,Yes,1,Graduate,No,10500,0.0,313.0,360.0,1.0,Urban,Y
LP018874,Male,Yes,3+,Not Graduate,Yes,6632,0.0,119.0,60.0,1.0,Urban,Y
LP018875,Female,No,0,Graduate,No,4181,0.0,132.0,360.0,0.0,Semiurban,N
LP018876,Male,Yes,0,Graduate,No,2765,3066.0,174.0,360.0,1.0,Urban,Y
LP018877,Male,Yes,2,Not Graduate,Yes,2110,1875.0,104.0,360.0,1.0,Semiurban,Y
LP018878,Male,No,0,Graduate,No,3860,0.0,74.0,300.0,1.0,Semiurban,Y
LP018879,Male,Yes,3+,Not Graduate,No,4348,0.0,100.0,,0.0,Semiurban,N
LP018880,Male,Yes,3+,Graduate,Yes,5717,1774.0,191.0,360.0,1.0,Semiurban,Y
LP018881,Male,No,0,Graduate,No,3314,0.0,116.0,480.0,1.0,Urban,N
LP018882,Male,No,0,Graduate,No,3470,4750.0,170.0,360.0,1.0,Urban,N
LP018883,Male,Yes,1,Graduate,Yes,1345,3022.0,106.0,360.0,1.0,Urban,N
LP018884,Male,Yes,3+,Graduate,No,3118,4000.0,174.0,300.0,0.0,Semiurban,N
LP018885,Male,Yes,3+,Not Graduate,Yes,3123,2166.0,129.0,360.0,,Semiurban,Y
LP018886,Female,No,0,Graduate,No,3580,0.0,101.0,360.0,1.0,Semiurban,Y
LP018887,Male,Yes,1,Graduate,Yes,1907,0.0,,360.0,1.0,Semiurban,Y
LP018888,Female,Yes,2,Graduate,No,1062,1881.0,166.0,360.0,1.0,Urban,N
LP018889,Male,Yes,0,Graduate,No,5831,2250.0,269.0,360.0,,Semiurban,N
LP018890,Male,Yes,1,Graduate,No,4434,0.0,53.0,240.0,1.0,Urban,Y
LP018891,Male,No,0,Graduate,No,1971,2531.0,139.0,360.0,1.0,Semiurban,Y
LP018892,Male,Yes,2,Not Graduate,No,3367,2000.0,94.0,360.0,,Semiurban,Y
LP018893,Male,Yes,0,Graduate,No,2153,2118.0,110.0,360.0,1.0,Semiurban,Y
LP018894,Male,No,0,Graduate,No,8866,0.0,208.0,360.0,1.0,Urban,Y
LP018895,Male,Yes,0,Graduate,No,6115,4167.0,167.0,360.0,1.0,Semiurban,Y
LP018896,Male,Yes,0,Graduate,No,3283,2900.0,131.0,360.0,1.0,Semiurban,Y
LP018897,Male,Yes,2,Graduate,No,6443,5654.0,189.0,180.0,1.0,Semiurban,Y
LP018898,Male,Yes,2,Not Graduate,No,3726,1820.0,82.0,360.0,1.0,Urban,Y
LP018899,Male,No,0,Graduate,No,4508,0.0,120.0,360.0,1.0,Semiurban,Y
LP018900,Male,No,0,Not Graduate,No,3483,0.0,23.0,120.0,1.0,Semiurban,Y
LP018901,Male,No,0,Graduate,,7106,0.0,,360.0,,Urban,N
LP018902,Female,Yes,0,Graduate,No,2816,2302.0,145.0,360.0,1.0,Semiurban,Y
LP018903,Male,Yes,0,Graduate,No,1479,997.0,50.0,360.0,1.0,Semiurban,Y
LP018904,Male,Yes,0,Not Graduate,No,4601,0.0,117.0,180.0,1.0,Semiurban,Y
LP018905,Male,Yes,0,Graduate,No,1969,3541.0,129.0,360.0,1.0,Semiurban,Y
LP018906,Male,Yes,2,Not Graduate,No,4100,3263.0,125.0,180.0,1.0,Urban,Y
LP018907,Male,No,0,Graduate,No,4469,3806.0,145.0,360.0,1.0,Semiurban,Y
LP018908,Male,Yes,,Graduate,No,14117,0.0,,360.0,1.0,Urban,Y
LP018909,Male,Yes,0,Graduate,No,4239,3583.0,,360.0,1.0,Semiurban,Y
LP018910,Male,,,Graduate,No,3473,754.0,153.0,360.0,1.0,Urban,Y
LP018911,Male,Yes,1,Graduate,No,3444,1030.0,92.0,360.0,1.0,Urban,Y
LP018912,Male,Yes,2,Graduate,No,11752,1126.0,219.0,360.0,1.0,Urban,Y
LP018913,Male,No,0,Not Graduate,,7511,0.0,111.0,360.0,1.0,Rural,N
LP018914,Male,Yes,2,Graduate,No,3479,3600.0,218.0,360.0,0.0,Urban,N
LP018915,Male,Yes,3+,Not Graduate,No,1981,754.0,87.0,480.0,1.0,Semiurban,Y
LP018916,Male,No,0,Graduate,No,5546,0.0,127.0,360.0,1.0,Urban,Y
LP018917,Female,Yes,0,Graduate,,2758,2333.0,135.0,360.0,1.0,Semiurban,Y
